a,0.0,10.07768723046357,3.0233061691390706
ae,0.0,10.07768723046357,3.0233061691390706
ac,2.0,10.07768723046357,4.423306169139071
aec,2.0,10.07768723046357,4.423306169139071
acg,2.0,10.07768723046357,4.423306169139071
aecg,2.0,10.07768723046357,4.423306169139071
ag,2.0,10.07768723046357,4.423306169139071
aeg,2.0,10.07768723046357,4.423306169139071
agc,2.0,10.07768723046357,4.423306169139071
aegc,2.0,10.07768723046357,4.423306169139071
aeb,2.23606797749979,10.07768723046357,4.588553753388924
ab,2.23606797749979,10.07768723046357,4.588553753388924
af,2.23606797749979,10.07768723046357,4.588553753388924
aef,2.23606797749979,10.07768723046357,4.588553753388924
afb,2.23606797749979,10.07768723046357,4.588553753388924
aefb,2.23606797749979,10.07768723046357,4.588553753388924
aebf,2.23606797749979,10.07768723046357,4.588553753388924
abf,2.23606797749979,10.07768723046357,4.588553753388924
agce,4.0,8.07768723046357,5.22330616913907
acge,4.0,8.07768723046357,5.22330616913907
aecgf,4.23606797749979,8.07768723046357,5.388553753388923
agcb,4.23606797749979,8.07768723046357,5.388553753388923
acgb,4.23606797749979,8.07768723046357,5.388553753388923
agcf,4.23606797749979,8.07768723046357,5.388553753388923
aegcb,4.23606797749979,8.07768723046357,5.388553753388923
aecgfb,4.23606797749979,8.07768723046357,5.388553753388923
aegcf,4.23606797749979,8.07768723046357,5.388553753388923
agcbf,4.23606797749979,8.07768723046357,5.388553753388923
acgbf,4.23606797749979,8.07768723046357,5.388553753388923
acgf,4.23606797749979,8.07768723046357,5.388553753388923
agcfb,4.23606797749979,8.07768723046357,5.388553753388923
acgfb,4.23606797749979,8.07768723046357,5.388553753388923
aegcbf,4.23606797749979,8.07768723046357,5.388553753388923
aecgb,4.23606797749979,8.07768723046357,5.388553753388923
aegcfb,4.23606797749979,8.07768723046357,5.388553753388923
aecgbf,4.23606797749979,8.07768723046357,5.388553753388923
afbc,4.47213595499958,8.70820393249937,5.742956348249516
afbe,4.47213595499958,8.70820393249937,5.742956348249516
afbg,4.47213595499958,8.70820393249937,5.742956348249516
afbcg,4.47213595499958,8.70820393249937,5.742956348249516
aefbc,4.47213595499958,8.70820393249937,5.742956348249516
afbgc,4.47213595499958,8.70820393249937,5.742956348249516
aefbg,4.47213595499958,8.70820393249937,5.742956348249516
aebfc,4.47213595499958,8.70820393249937,5.742956348249516
aebfg,4.47213595499958,8.70820393249937,5.742956348249516
aefbcg,4.47213595499958,8.70820393249937,5.742956348249516
aefbgc,4.47213595499958,8.70820393249937,5.742956348249516
aebfcg,4.47213595499958,8.70820393249937,5.742956348249516
abfc,4.47213595499958,8.70820393249937,5.742956348249516
abfe,4.47213595499958,8.70820393249937,5.742956348249516
aebfgc,4.47213595499958,8.70820393249937,5.742956348249516
abfg,4.47213595499958,8.70820393249937,5.742956348249516
abfcg,4.47213595499958,8.70820393249937,5.742956348249516
abfgc,4.47213595499958,8.70820393249937,5.742956348249516
ace,4.0,10.07768723046357,5.82330616913907
age,4.0,10.07768723046357,5.82330616913907
